puid,stratum,STATECD,ESTN_UNIT,STRATUMCD,INTENSITY,EVALID,END_INVYR
81213_6_71,2250306,6,3,225,1,62103,2021
91070_6_71,2480306,6,3,248,1,62103,2021
54915_6_71,2900306,6,3,290,1,62103,2021
81521_6_65,1800306,6,3,180,1,62103,2021
72362_6_65,1800306,6,3,180,1,62103,2021
73366_6_65,1800306,6,3,180,1,62103,2021
72421_6_65,1800306,6,3,180,1,62103,2021
79196_6_111,2810306,6,3,281,1,62103,2021
52388_6_37,2250306,6,3,225,1,62103,2021
70259_6_71,2250306,6,3,225,1,62103,2021
54042_6_71,1910306,6,3,191,1,62103,2021
76803_6_39,550106,6,1,55,1,62103,2021
74255_6_27,2050306,6,3,205,1,62103,2021
92279_6_27,2050306,6,3,205,1,62103,2021
97069_6_27,1800306,6,3,180,1,62103,2021
89059_6_99,2550306,6,3,255,1,62103,2021
83071_6_99,2480306,6,3,248,1,62103,2021
75313_6_47,2810306,6,3,281,1,62103,2021
93874_6_19,1430206,6,2,143,1,62103,2021
90183_6_19,1530206,6,2,153,1,62103,2021
61921_6_27,1800306,6,3,180,1,62103,2021
50375_6_85,2250306,6,3,225,1,62103,2021
60639_6_47,2250306,6,3,225,1,62103,2021
66217_6_47,2810306,6,3,281,1,62103,2021
97807_6_27,1800306,6,3,180,1,62103,2021
88211_6_27,1800306,6,3,180,1,62103,2021
81183_6_27,2050306,6,3,205,1,62103,2021
65486_6_53,2320306,6,3,232,1,62103,2021
87502_6_53,2810306,6,3,281,1,62103,2021
77764_6_53,2810306,6,3,281,1,62103,2021
63069_6_69,2810306,6,3,281,1,62103,2021
78743_6_53,2760306,6,3,276,1,62103,2021
91085_6_31,2810306,6,3,281,1,62103,2021
84066_6_31,2810306,6,3,281,1,62103,2021
98505_6_31,2810306,6,3,281,1,62103,2021
54377_6_107,2810306,6,3,281,1,62103,2021
63426_6_27,1800306,6,3,180,1,62103,2021
58702_6_27,1800306,6,3,180,1,62103,2021
84018_6_27,1800306,6,3,180,1,62103,2021
70848_6_27,1800306,6,3,180,1,62103,2021
79586_6_53,1830306,6,3,183,1,62103,2021
55002_6_53,3040306,6,3,304,1,62103,2021
98123_6_107,2810306,6,3,281,1,62103,2021
51514_6_107,2250306,6,3,225,1,62103,2021
57068_6_27,1800306,6,3,180,1,62103,2021
52542_6_27,1700306,6,3,170,1,62103,2021
61909_6_27,1800306,6,3,180,1,62103,2021
85339_6_71,1910306,6,3,191,1,62103,2021
52384_6_71,1800306,6,3,180,1,62103,2021
51843_6_71,1800306,6,3,180,1,62103,2021
85361_6_71,1800306,6,3,180,1,62103,2021
64384_6_71,1800306,6,3,180,1,62103,2021
66696_6_71,1800306,6,3,180,1,62103,2021
68601_6_83,2870306,6,3,287,1,62103,2021
93102_6_37,2360306,6,3,236,1,62103,2021
96667_6_37,2930306,6,3,293,1,62103,2021
58313_6_37,2250306,6,3,225,1,62103,2021
53131_6_83,2980306,6,3,298,1,62103,2021
62692_6_111,190106,6,1,19,1,62103,2021
70217_6_109,1910306,6,3,191,1,62103,2021
79490_6_41,2810306,6,3,281,1,62103,2021
61755_6_77,2480306,6,3,248,1,62103,2021
79556_6_77,2810306,6,3,281,1,62103,2021
68776_6_109,1960306,6,3,196,1,62103,2021
60909_6_51,870106,6,1,87,1,62103,2021
99506_6_41,2050306,6,3,205,1,62103,2021
97570_6_95,2250306,6,3,225,1,62103,2021
92157_6_77,2480306,6,3,248,1,62103,2021
66748_6_9,1980306,6,3,198,1,62103,2021
63591_6_109,1790306,6,3,179,1,62103,2021
77324_6_51,1480206,6,2,148,1,62103,2021
93287_6_51,1700306,6,3,170,1,62103,2021
71011_6_51,1800306,6,3,180,1,62103,2021
61524_6_97,2810306,6,3,281,1,62103,2021
61715_6_95,2810306,6,3,281,1,62103,2021
65457_6_9,2630306,6,3,263,1,62103,2021
83181_6_109,2690306,6,3,269,1,62103,2021
81116_6_51,2890306,6,3,289,1,62103,2021
57806_6_51,1150106,6,1,115,1,62103,2021
85004_6_95,2810306,6,3,281,1,62103,2021
65336_6_67,2810306,6,3,281,1,62103,2021
75599_6_109,610106,6,1,61,1,62103,2021
94986_6_109,1690206,6,2,169,1,62103,2021
63862_6_95,2480306,6,3,248,1,62103,2021
54076_6_77,2480306,6,3,248,1,62103,2021
97860_6_77,1700306,6,3,170,1,62103,2021
95153_6_109,590106,6,1,59,1,62103,2021
81477_6_109,1690206,6,2,169,1,62103,2021
51163_6_51,1570206,6,2,157,1,62103,2021
57693_6_51,1830306,6,3,183,1,62103,2021
72050_6_41,1700306,6,3,170,1,62103,2021
76609_6_97,2250306,6,3,225,1,62103,2021
62886_6_97,2810306,6,3,281,1,62103,2021
88732_6_77,2480306,6,3,248,1,62103,2021
61426_6_9,2600306,6,3,260,1,62103,2021
96156_6_51,810106,6,1,81,1,62103,2021
62396_6_51,1840306,6,3,184,1,62103,2021
79204_6_97,2570306,6,3,257,1,62103,2021
66187_6_55,2480306,6,3,248,1,62103,2021
54760_6_95,2810306,6,3,281,1,62103,2021
72640_6_5,2150306,6,3,215,1,62103,2021
71749_6_9,2460306,6,3,246,1,62103,2021
68539_6_51,1800306,6,3,180,1,62103,2021
68442_6_111,820106,6,1,82,1,62103,2021
56982_6_37,2250306,6,3,225,1,62103,2021
57551_6_71,2480306,6,3,248,1,62103,2021
61720_6_5,2980306,6,3,298,1,62103,2021
75404_6_9,2700306,6,3,270,1,62103,2021
67859_6_97,2250306,6,3,225,1,62103,2021
92170_6_55,2810306,6,3,281,1,62103,2021
88786_6_55,1890306,6,3,189,1,62103,2021
71458_6_95,2480306,6,3,248,1,62103,2021
90399_6_113,2810306,6,3,281,1,62103,2021
72961_6_5,2430306,6,3,243,1,62103,2021
69405_6_97,2070306,6,3,207,1,62103,2021
58800_6_113,2050306,6,3,205,1,62103,2021
90348_6_67,2810306,6,3,281,1,62103,2021
85720_6_9,800106,6,1,80,1,62103,2021
71642_6_3,1220106,6,1,122,1,62103,2021
99090_6_3,1540206,6,2,154,1,62103,2021
86918_6_51,830106,6,1,83,1,62103,2021
58853_6_97,2110306,6,3,211,1,62103,2021
82088_6_97,2990306,6,3,299,1,62103,2021
70572_6_113,2810306,6,3,281,1,62103,2021
97633_6_67,2250306,6,3,225,1,62103,2021
94694_6_17,2810306,6,3,281,1,62103,2021
91134_6_3,1570206,6,2,157,1,62103,2021
94025_6_51,1110106,6,1,111,1,62103,2021
92124_6_97,2370306,6,3,237,1,62103,2021
84702_6_55,2260306,6,3,226,1,62103,2021
94194_6_55,1900306,6,3,190,1,62103,2021
55461_6_67,2810306,6,3,281,1,62103,2021
93793_6_17,3020306,6,3,302,1,62103,2021
65997_6_9,2700306,6,3,270,1,62103,2021
64506_6_109,570106,6,1,57,1,62103,2021
93074_6_109,580106,6,1,58,1,62103,2021
55822_6_97,2250306,6,3,225,1,62103,2021
95093_6_95,2480306,6,3,248,1,62103,2021
61688_6_67,2840306,6,3,284,1,62103,2021
75699_6_109,1450206,6,2,145,1,62103,2021
88602_6_51,830106,6,1,83,1,62103,2021
69474_6_97,2020306,6,3,202,1,62103,2021
85196_6_97,2310306,6,3,231,1,62103,2021
80576_6_67,2250306,6,3,225,1,62103,2021
59728_6_67,2250306,6,3,225,1,62103,2021
54827_6_107,1080106,6,1,108,1,62103,2021
66570_6_27,1800306,6,3,180,1,62103,2021
64632_6_27,1800306,6,3,180,1,62103,2021
63086_6_27,1800306,6,3,180,1,62103,2021
65911_6_53,190106,6,1,19,1,62103,2021
58111_6_53,2850306,6,3,285,1,62103,2021
73280_6_19,2810306,6,3,281,1,62103,2021
86666_6_19,2810306,6,3,281,1,62103,2021
72653_6_31,2810306,6,3,281,1,62103,2021
54047_6_27,1800306,6,3,180,1,62103,2021
73827_6_53,2360306,6,3,236,1,62103,2021
51725_6_19,2810306,6,3,281,1,62103,2021
77161_6_31,2810306,6,3,281,1,62103,2021
63227_6_107,410106,6,1,41,1,62103,2021
63774_6_27,1800306,6,3,180,1,62103,2021
55618_6_27,1800306,6,3,180,1,62103,2021
52398_6_27,1800306,6,3,180,1,62103,2021
79308_6_27,1800306,6,3,180,1,62103,2021
59352_6_27,1800306,6,3,180,1,62103,2021
60464_6_53,900106,6,1,90,1,62103,2021
55958_6_53,2810306,6,3,281,1,62103,2021
62011_6_69,1700306,6,3,170,1,62103,2021
88429_6_31,2250306,6,3,225,1,62103,2021
60259_6_107,2810306,6,3,281,1,62103,2021
88573_6_107,2820306,6,3,282,1,62103,2021
71635_6_107,2810306,6,3,281,1,62103,2021
69071_6_27,810106,6,1,81,1,62103,2021
56276_6_69,2980306,6,3,298,1,62103,2021
73320_6_31,2810306,6,3,281,1,62103,2021
88615_6_107,2820306,6,3,282,1,62103,2021
51911_6_107,2460306,6,3,246,1,62103,2021
72219_6_27,1800306,6,3,180,1,62103,2021
51593_6_27,1800306,6,3,180,1,62103,2021
97439_6_27,1940306,6,3,194,1,62103,2021
88608_6_53,2480306,6,3,248,1,62103,2021
72380_6_69,2850306,6,3,285,1,62103,2021
69781_6_19,2810306,6,3,281,1,62103,2021
88328_6_19,2050306,6,3,205,1,62103,2021
96933_6_19,2810306,6,3,281,1,62103,2021
54044_6_19,2810306,6,3,281,1,62103,2021
79257_6_27,2050306,6,3,205,1,62103,2021
69652_6_113,2810306,6,3,281,1,62103,2021
54888_6_67,2250306,6,3,225,1,62103,2021
51804_6_9,2430306,6,3,243,1,62103,2021
96419_6_5,1130106,6,1,113,1,62103,2021
71158_6_97,2980306,6,3,298,1,62103,2021
88516_6_113,1900306,6,3,190,1,62103,2021
62293_6_113,2810306,6,3,281,1,62103,2021
55047_6_17,2400306,6,3,240,1,62103,2021
90646_6_17,50106,6,1,5,1,62103,2021
91336_6_3,1300206,6,2,130,1,62103,2021
84749_6_97,2430306,6,3,243,1,62103,2021
70949_6_37,1010106,6,1,101,1,62103,2021
50912_6_71,2250306,6,3,225,1,62103,2021
70779_6_71,1800306,6,3,180,1,62103,2021
93284_6_71,1800306,6,3,180,1,62103,2021
82704_6_71,1800306,6,3,180,1,62103,2021
80020_6_83,1830306,6,3,183,1,62103,2021
66336_6_83,1500206,6,2,150,1,62103,2021
79369_6_37,840106,6,1,84,1,62103,2021
81210_6_71,1800306,6,3,180,1,62103,2021
74831_6_71,1800306,6,3,180,1,62103,2021
58040_6_71,1800306,6,3,180,1,62103,2021
71939_6_71,1800306,6,3,180,1,62103,2021
91355_6_71,1800306,6,3,180,1,62103,2021
56396_6_71,1800306,6,3,180,1,62103,2021
91901_6_71,2810306,6,3,281,1,62103,2021
96155_6_83,1040106,6,1,104,1,62103,2021
56099_6_83,1500206,6,2,150,1,62103,2021
96392_6_37,2250306,6,3,225,1,62103,2021
77063_6_37,2250306,6,3,225,1,62103,2021
92622_6_37,2250306,6,3,225,1,62103,2021
81592_6_71,1800306,6,3,180,1,62103,2021
76552_6_71,1800306,6,3,180,1,62103,2021
59284_6_71,1800306,6,3,180,1,62103,2021
71146_6_71,2810306,6,3,281,1,62103,2021
61481_6_83,1500206,6,2,150,1,62103,2021
53313_6_111,1250106,6,1,125,1,62103,2021
87342_6_111,1170106,6,1,117,1,62103,2021
82947_6_71,2250306,6,3,225,1,62103,2021
81296_6_71,2050306,6,3,205,1,62103,2021
64387_6_71,1800306,6,3,180,1,62103,2021
55935_6_83,2980306,6,3,298,1,62103,2021
65372_6_29,200106,6,1,20,1,62103,2021
59922_6_37,2810306,6,3,281,1,62103,2021
62594_6_71,1800306,6,3,180,1,62103,2021
62562_6_71,1800306,6,3,180,1,62103,2021
81500_6_71,1800306,6,3,180,1,62103,2021
52721_6_71,1800306,6,3,180,1,62103,2021
93658_6_71,1800306,6,3,180,1,62103,2021
84162_6_71,1800306,6,3,180,1,62103,2021
89639_6_71,1800306,6,3,180,1,62103,2021
79833_6_83,2810306,6,3,281,1,62103,2021
56037_6_83,2810306,6,3,281,1,62103,2021
85874_6_37,2980306,6,3,298,1,62103,2021
62679_6_37,2250306,6,3,225,1,62103,2021
54052_6_37,2250306,6,3,225,1,62103,2021
85426_6_17,2400306,6,3,240,1,62103,2021
51640_6_17,50106,6,1,5,1,62103,2021
99133_6_51,830106,6,1,83,1,62103,2021
92515_6_113,2810306,6,3,281,1,62103,2021
65461_6_27,1800306,6,3,180,1,62103,2021
73645_6_27,1800306,6,3,180,1,62103,2021
99937_6_19,2810306,6,3,281,1,62103,2021
76572_6_19,450106,6,1,45,1,62103,2021
98072_6_27,1800306,6,3,180,1,62103,2021
88773_6_27,1800306,6,3,180,1,62103,2021
58199_6_27,1800306,6,3,180,1,62103,2021
74003_6_39,2810306,6,3,281,1,62103,2021
50529_6_19,430106,6,1,43,1,62103,2021
53817_6_19,1830306,6,3,183,1,62103,2021
72350_6_27,1800306,6,3,180,1,62103,2021
83170_6_27,1800306,6,3,180,1,62103,2021
80630_6_27,1800306,6,3,180,1,62103,2021
51576_6_87,1700306,6,3,170,1,62103,2021
83717_6_53,2880306,6,3,288,1,62103,2021
85461_6_69,2810306,6,3,281,1,62103,2021
59337_6_69,2810306,6,3,281,1,62103,2021
77274_6_19,2250306,6,3,225,1,62103,2021
63865_6_39,2250306,6,3,225,1,62103,2021
71963_6_19,2810306,6,3,281,1,62103,2021
98665_6_19,2250306,6,3,225,1,62103,2021
94830_6_27,1490206,6,2,149,1,62103,2021
88421_6_5,2350306,6,3,235,1,62103,2021
89916_6_109,1220106,6,1,122,1,62103,2021
64657_6_51,830106,6,1,83,1,62103,2021
70658_6_51,1120106,6,1,112,1,62103,2021
52636_6_97,2250306,6,3,225,1,62103,2021
77271_6_55,2930306,6,3,293,1,62103,2021
93531_6_37,1800306,6,3,180,1,62103,2021
84770_6_71,2250306,6,3,225,1,62103,2021
77936_6_71,1800306,6,3,180,1,62103,2021
56015_6_71,1800306,6,3,180,1,62103,2021
50377_6_71,1800306,6,3,180,1,62103,2021
65661_6_83,2810306,6,3,281,1,62103,2021
68988_6_83,1550206,6,2,155,1,62103,2021
94315_6_79,2810306,6,3,281,1,62103,2021
73389_6_29,2890306,6,3,289,1,62103,2021
60744_6_29,2250306,6,3,225,1,62103,2021
75511_6_37,1800306,6,3,180,1,62103,2021
86297_6_71,2250306,6,3,225,1,62103,2021
94385_6_113,2250306,6,3,225,1,62103,2021
83979_6_67,2250306,6,3,225,1,62103,2021
73328_6_17,2580306,6,3,258,1,62103,2021
57122_6_3,1580206,6,2,158,1,62103,2021
50682_6_3,830106,6,1,83,1,62103,2021
60022_6_51,2810306,6,3,281,1,62103,2021
61015_6_97,1910306,6,3,191,1,62103,2021
73221_6_33,3030306,6,3,303,1,62103,2021
60920_6_61,2810306,6,3,281,1,62103,2021
60846_6_17,2310306,6,3,231,1,62103,2021
80667_6_97,1870306,6,3,187,1,62103,2021
80114_6_33,1970306,6,3,197,1,62103,2021
56536_6_55,2160306,6,3,216,1,62103,2021
68459_6_113,2250306,6,3,225,1,62103,2021
78791_6_17,40106,6,1,4,1,62103,2021
78404_6_17,2640306,6,3,264,1,62103,2021
50069_6_45,2450306,6,3,245,1,62103,2021
64183_6_113,3020306,6,3,302,1,62103,2021
89449_6_101,2810306,6,3,281,1,62103,2021
60635_6_17,2640306,6,3,264,1,62103,2021
89006_6_17,50106,6,1,5,1,62103,2021
58919_6_19,1910306,6,3,191,1,62103,2021
67195_6_27,1800306,6,3,180,1,62103,2021
82959_6_87,2870306,6,3,287,1,62103,2021
78967_6_39,2810306,6,3,281,1,62103,2021
95343_6_27,2050306,6,3,205,1,62103,2021
92125_6_87,2520306,6,3,252,1,62103,2021
98489_6_85,2180306,6,3,218,1,62103,2021
99725_6_85,2810306,6,3,281,1,62103,2021
96727_6_85,2140306,6,3,214,1,62103,2021
83962_6_39,2810306,6,3,281,1,62103,2021
58001_6_39,2810306,6,3,281,1,62103,2021
77305_6_19,2810306,6,3,281,1,62103,2021
81374_6_19,1100106,6,1,110,1,62103,2021
51201_6_27,1490206,6,2,149,1,62103,2021
75931_6_71,1800306,6,3,180,1,62103,2021
91345_6_71,1800306,6,3,180,1,62103,2021
80450_6_71,1800306,6,3,180,1,62103,2021
53392_6_71,1800306,6,3,180,1,62103,2021
84286_6_83,2810306,6,3,281,1,62103,2021
98680_6_29,2250306,6,3,225,1,62103,2021
58855_6_29,1800306,6,3,180,1,62103,2021
97463_6_29,1800306,6,3,180,1,62103,2021
93959_6_71,1800306,6,3,180,1,62103,2021
56814_6_71,1800306,6,3,180,1,62103,2021
88361_6_71,1800306,6,3,180,1,62103,2021
82152_6_71,1800306,6,3,180,1,62103,2021
84545_6_79,2810306,6,3,281,1,62103,2021
82184_6_29,2250306,6,3,225,1,62103,2021
92666_6_29,2250306,6,3,225,1,62103,2021
95695_6_29,2760306,6,3,276,1,62103,2021
69206_6_71,1800306,6,3,180,1,62103,2021
53364_6_71,1800306,6,3,180,1,62103,2021
53472_6_71,1910306,6,3,191,1,62103,2021
99501_6_71,1800306,6,3,180,1,62103,2021
70151_6_71,1800306,6,3,180,1,62103,2021
68393_6_79,2260306,6,3,226,1,62103,2021
68096_6_83,1250106,6,1,125,1,62103,2021
51731_6_29,2810306,6,3,281,1,62103,2021
64439_6_29,2480306,6,3,248,1,62103,2021
68597_6_71,1800306,6,3,180,1,62103,2021
74686_6_71,2810306,6,3,281,1,62103,2021
83342_6_71,2810306,6,3,281,1,62103,2021
96555_6_71,2480306,6,3,248,1,62103,2021
63505_6_71,2050306,6,3,205,1,62103,2021
67753_6_71,1800306,6,3,180,1,62103,2021
60895_6_79,3020306,6,3,302,1,62103,2021
53458_6_79,1800306,6,3,180,1,62103,2021
51570_6_29,2810306,6,3,281,1,62103,2021
82729_6_29,1800306,6,3,180,1,62103,2021
63096_6_29,1800306,6,3,180,1,62103,2021
71971_6_71,2810306,6,3,281,1,62103,2021
54958_6_71,1800306,6,3,180,1,62103,2021
81171_6_71,1800306,6,3,180,1,62103,2021
89124_6_83,3020306,6,3,302,1,62103,2021
61724_6_79,1800306,6,3,180,1,62103,2021
99867_6_79,1800306,6,3,180,1,62103,2021
67789_6_29,2840306,6,3,284,1,62103,2021
66211_6_29,2480306,6,3,248,1,62103,2021
87264_6_71,1800306,6,3,180,1,62103,2021
77606_6_71,1800306,6,3,180,1,62103,2021
87956_6_47,2480306,6,3,248,1,62103,2021
58300_6_39,2810306,6,3,281,1,62103,2021
85355_6_39,2810306,6,3,281,1,62103,2021
77732_6_19,530106,6,1,53,1,62103,2021
83313_6_3,10106,6,1,1,1,62103,2021
65704_6_45,2960306,6,3,296,1,62103,2021
75431_6_113,2810306,6,3,281,1,62103,2021
92016_6_61,2810306,6,3,281,1,62103,2021
50206_6_17,680106,6,1,68,1,62103,2021
56964_6_45,3010306,6,3,301,1,62103,2021
53635_6_101,2810306,6,3,281,1,62103,2021
90531_6_61,2870306,6,3,287,1,62103,2021
61382_6_17,50106,6,1,5,1,62103,2021
50920_6_45,2450306,6,3,245,1,62103,2021
97113_6_33,2540306,6,3,254,1,62103,2021
99559_6_11,1870306,6,3,187,1,62103,2021
57624_6_17,2670306,6,3,267,1,62103,2021
81554_6_45,2790306,6,3,279,1,62103,2021
81356_6_33,1870306,6,3,187,1,62103,2021
50384_6_11,2480306,6,3,248,1,62103,2021
99228_6_101,2810306,6,3,281,1,62103,2021
98078_6_17,2470306,6,3,247,1,62103,2021
79866_6_45,2700306,6,3,270,1,62103,2021
57407_6_27,1800306,6,3,180,1,62103,2021
72426_6_87,2510306,6,3,251,1,62103,2021
76597_6_47,3020306,6,3,302,1,62103,2021
99963_6_39,2810306,6,3,281,1,62103,2021
51592_6_19,3020306,6,3,302,1,62103,2021
95194_6_27,860106,6,1,86,1,62103,2021
69439_6_27,1800306,6,3,180,1,62103,2021
69147_6_69,2810306,6,3,281,1,62103,2021
97958_6_47,2810306,6,3,281,1,62103,2021
60477_6_19,2810306,6,3,281,1,62103,2021
62609_6_19,2250306,6,3,225,1,62103,2021
92326_6_19,1270106,6,1,127,1,62103,2021
70103_6_19,1270106,6,1,127,1,62103,2021
91045_6_27,1800306,6,3,180,1,62103,2021
54085_6_27,1910306,6,3,191,1,62103,2021
67154_6_27,1800306,6,3,180,1,62103,2021
63653_6_27,1800306,6,3,180,1,62103,2021
72883_6_87,2000306,6,3,200,1,62103,2021
85693_6_71,1800306,6,3,180,1,62103,2021
52587_6_71,1800306,6,3,180,1,62103,2021
88567_6_71,1800306,6,3,180,1,62103,2021
82071_6_71,1800306,6,3,180,1,62103,2021
69198_6_29,2810306,6,3,281,1,62103,2021
70173_6_29,2810306,6,3,281,1,62103,2021
74359_6_29,2810306,6,3,281,1,62103,2021
71683_6_29,2810306,6,3,281,1,62103,2021
71375_6_71,2810306,6,3,281,1,62103,2021
89255_6_71,1800306,6,3,180,1,62103,2021
56458_6_71,2810306,6,3,281,1,62103,2021
84278_6_71,1800306,6,3,180,1,62103,2021
76786_6_71,1800306,6,3,180,1,62103,2021
66075_6_29,2810306,6,3,281,1,62103,2021
82419_6_29,2810306,6,3,281,1,62103,2021
50427_6_29,2480306,6,3,248,1,62103,2021
70962_6_73,2810306,6,3,281,1,62103,2021
62040_6_73,2250306,6,3,225,1,62103,2021
74530_6_73,2050306,6,3,205,1,62103,2021
56121_6_73,2930306,6,3,293,1,62103,2021
71983_6_73,2980306,6,3,298,1,62103,2021
55108_6_73,2250306,6,3,225,1,62103,2021
90734_6_73,1800306,6,3,180,1,62103,2021
77843_6_73,2250306,6,3,225,1,62103,2021
97138_6_73,1030106,6,1,103,1,62103,2021
57218_6_73,2930306,6,3,293,1,62103,2021
61285_6_37,1800306,6,3,180,1,62103,2021
86112_6_73,850106,6,1,85,1,62103,2021
65804_6_25,2480306,6,3,248,1,62103,2021
87669_6_73,2350306,6,3,235,1,62103,2021
71774_6_25,2810306,6,3,281,1,62103,2021
93690_6_25,1800306,6,3,180,1,62103,2021
53397_6_25,1800306,6,3,180,1,62103,2021
93980_6_73,2250306,6,3,225,1,62103,2021
81614_6_73,2140306,6,3,214,1,62103,2021
71210_6_25,1800306,6,3,180,1,62103,2021
95053_6_25,1800306,6,3,180,1,62103,2021
98851_6_73,2050306,6,3,205,1,62103,2021
90451_6_25,1800306,6,3,180,1,62103,2021
63317_6_25,2810306,6,3,281,1,62103,2021
81360_6_25,1800306,6,3,180,1,62103,2021
87745_6_73,2050306,6,3,205,1,62103,2021
91896_6_25,2810306,6,3,281,1,62103,2021
92299_6_73,2250306,6,3,225,1,62103,2021
74662_6_73,3020306,6,3,302,1,62103,2021
55069_6_25,2810306,6,3,281,1,62103,2021
96203_6_25,1800306,6,3,180,1,62103,2021
64225_6_25,1800306,6,3,180,1,62103,2021
60406_6_25,1800306,6,3,180,1,62103,2021
73263_6_37,2990306,6,3,299,1,62103,2021
85675_6_73,2320306,6,3,232,1,62103,2021
74703_6_73,2550306,6,3,255,1,62103,2021
60170_6_73,2810306,6,3,281,1,62103,2021
71191_6_25,1800306,6,3,180,1,62103,2021
58758_6_37,2260306,6,3,226,1,62103,2021
98520_6_73,2050306,6,3,205,1,62103,2021
95304_6_73,2120306,6,3,212,1,62103,2021
93258_6_25,1800306,6,3,180,1,62103,2021
90766_6_25,1800306,6,3,180,1,62103,2021
58057_6_73,1810306,6,3,181,1,62103,2021
95801_6_73,2050306,6,3,205,1,62103,2021
93909_6_25,1700306,6,3,170,1,62103,2021
80461_6_73,2250306,6,3,225,1,62103,2021
71460_6_25,1700306,6,3,170,1,62103,2021
79125_6_25,2050306,6,3,205,1,62103,2021
67817_6_25,1800306,6,3,180,1,62103,2021
56977_6_25,1800306,6,3,180,1,62103,2021
85077_6_73,2050306,6,3,205,1,62103,2021
80706_6_25,1800306,6,3,180,1,62103,2021
59403_6_25,2810306,6,3,281,1,62103,2021
56985_6_73,1830306,6,3,183,1,62103,2021
97867_6_73,1820306,6,3,182,1,62103,2021
61568_6_25,2810306,6,3,281,1,62103,2021
91198_6_25,1800306,6,3,180,1,62103,2021
53311_6_25,1800306,6,3,180,1,62103,2021
88710_6_25,1800306,6,3,180,1,62103,2021
75190_6_73,1830306,6,3,183,1,62103,2021
51557_6_73,2000306,6,3,200,1,62103,2021
91761_6_25,2810306,6,3,281,1,62103,2021
58928_6_25,1800306,6,3,180,1,62103,2021
62436_6_73,2250306,6,3,225,1,62103,2021
83769_6_73,2930306,6,3,293,1,62103,2021
79571_6_73,1870306,6,3,187,1,62103,2021
85594_6_73,1800306,6,3,180,1,62103,2021
56308_6_25,2050306,6,3,205,1,62103,2021
57497_6_25,1800306,6,3,180,1,62103,2021
67391_6_73,2050306,6,3,205,1,62103,2021
89787_6_25,1800306,6,3,180,1,62103,2021
58444_6_73,2260306,6,3,226,1,62103,2021
60146_6_73,2050306,6,3,205,1,62103,2021
97167_6_25,1800306,6,3,180,1,62103,2021
55666_6_73,2110306,6,3,211,1,62103,2021
63554_6_71,2810306,6,3,281,1,62103,2021
69083_6_71,1800306,6,3,180,1,62103,2021
63237_6_71,2050306,6,3,205,1,62103,2021
68666_6_71,1800306,6,3,180,1,62103,2021
83378_6_71,1800306,6,3,180,1,62103,2021
91250_6_71,1800306,6,3,180,1,62103,2021
65258_6_79,2480306,6,3,248,1,62103,2021
57486_6_79,900106,6,1,90,1,62103,2021
70560_6_79,1250106,6,1,125,1,62103,2021
73593_6_79,1800306,6,3,180,1,62103,2021
69964_6_29,3030306,6,3,303,1,62103,2021
78348_6_29,2250306,6,3,225,1,62103,2021
65063_6_71,1800306,6,3,180,1,62103,2021
68338_6_71,1800306,6,3,180,1,62103,2021
63408_6_71,1800306,6,3,180,1,62103,2021
57852_6_71,1800306,6,3,180,1,62103,2021
84292_6_79,2810306,6,3,281,1,62103,2021
84696_6_29,1800306,6,3,180,1,62103,2021
97430_6_29,2050306,6,3,205,1,62103,2021
74538_6_29,2250306,6,3,225,1,62103,2021
52234_6_29,2250306,6,3,225,1,62103,2021
85429_6_71,2480306,6,3,248,1,62103,2021
50817_6_71,1800306,6,3,180,1,62103,2021
72547_6_71,1800306,6,3,180,1,62103,2021
66221_6_79,1810306,6,3,181,1,62103,2021
77676_6_79,1800306,6,3,180,1,62103,2021
58686_6_29,2810306,6,3,281,1,62103,2021
64533_6_29,2050306,6,3,205,1,62103,2021
52766_6_25,1800306,6,3,180,1,62103,2021
79685_6_25,2810306,6,3,281,1,62103,2021
86627_6_25,1800306,6,3,180,1,62103,2021
79484_6_65,1870306,6,3,187,1,62103,2021
94426_6_73,2050306,6,3,205,1,62103,2021
78761_6_25,2250306,6,3,225,1,62103,2021
94283_6_25,2810306,6,3,281,1,62103,2021
94706_6_59,2250306,6,3,225,1,62103,2021
80720_6_65,2050306,6,3,205,1,62103,2021
70751_6_65,1800306,6,3,180,1,62103,2021
74943_6_65,1800306,6,3,180,1,62103,2021
67684_6_59,2810306,6,3,281,1,62103,2021
96527_6_65,2890306,6,3,289,1,62103,2021
70025_6_65,2250306,6,3,225,1,62103,2021
77295_6_65,1700306,6,3,170,1,62103,2021
92559_6_25,1800306,6,3,180,1,62103,2021
97678_6_65,1800306,6,3,180,1,62103,2021
74037_6_65,2320306,6,3,232,1,62103,2021
52753_6_65,2480306,6,3,248,1,62103,2021
63485_6_65,1800306,6,3,180,1,62103,2021
56007_6_65,1800306,6,3,180,1,62103,2021
63947_6_65,1800306,6,3,180,1,62103,2021
77634_6_65,2050306,6,3,205,1,62103,2021
65192_6_65,2930306,6,3,293,1,62103,2021
92547_6_65,2050306,6,3,205,1,62103,2021
89370_6_65,1800306,6,3,180,1,62103,2021
65451_6_65,1800306,6,3,180,1,62103,2021
59397_6_65,1800306,6,3,180,1,62103,2021
60156_6_59,2050306,6,3,205,1,62103,2021
93483_6_73,1800306,6,3,180,1,62103,2021
80300_6_73,1550206,6,2,155,1,62103,2021
